OrganizationName;FriendlyName;Thumbprint;SHA-256 Thumbprint;Status;Last Modified on Release Date;
Digidentity BV **;Digidentity BV;F138A330A4EA986BEB520BB11035876EFB9D7F1C;417DCF3180F4ED1A3747ACF1179316CD48CB05C5788435168AED98C98CDCB615;Active;;
DocuSign (OpenTrust/Keynectis);CertPlus Class 3 Primary CA;D2EDF88B41B6FE01461D6E2834EC7C8F6C77721E;C1B12F480020336E5B04F520BC19C2E2E10AB42C9D9235F05CBEC33FFA4D4DEA;NotBefore;31.07.2018;
DocuSign (OpenTrust/Keynectis);CertPlus Class 3P Primary CA;216B2A29E62A00CE820146D8244141B92511B279;CCC89489371BAD111C90619BEA240A2E6DADD99F9F6E1D4D41E58ED6DE3D0285;NotBefore;31.07.2018;
DocuSign (OpenTrust/Keynectis);CertPlus Class 3TS Primary CA;F44095C238AC73FC4F77BF8F98DF70F8F091BC52;CE7DD096C8FDE2BF5C438EDB574BD6454385334EE8FF106C0F93D5051BE6BAC3;NotBefore;31.07.2018;
DocuSign (OpenTrust/Keynectis);Certplus Root CA G1;22FDD0B7FDA24E0DAC492CA0ACA67B6A1FE3F766;152A402BFCDF2CD548054D2275B39C7FCA3EC0978078B0F0EA76E561A6C7433E;Active;28.08.2018;
DocuSign (OpenTrust/Keynectis);Certplus Root CA G2;4F658E1FE906D82802E9544741C954255D69CC1A;6CC05041E6445E74696C4CFBC9F80F543B7EABBB44B4CE6F787C6A9971C42F17;Active;28.08.2018;
DocuSign (OpenTrust/Keynectis);OpenTrust Root CA G1;7991E834F7E2EEDD08950152E9552D14E958D57E;56C77128D98C18D91B4CFDFFBC25EE9103D4758EA2ABAD826A90F3457D460EB4;Active;28.08.2018;
DocuSign (OpenTrust/Keynectis);OpenTrust Root CA G2;795F8860C5AB7C3D92E6CBF48DE145CD11EF600B;27995829FE6A7515C1BFE848F9C4761DB16C225929257BF40D0894F29EA8BAF2;Active;28.08.2018;
DocuSign (OpenTrust/Keynectis);OpenTrust Root CA G3;6E2664F356BF3455BFD1933F7C01DED813DA8AA6;B7C36231706E81078C367CB896198F1E3208DD926949DD8F5709A410F75B6292;Active;28.08.2018;
DocuSign (OpenTrust/Keynectis);CertPlus Class 2 Primary CA;74207441729CDD92EC7931D823108DC28192E2BB;0F993C8AEF97BAAF5687140ED59AD1821BB4AFACF0AA9A58B5D57A338A3AFBCB;Active;;
DocuSign (OpenTrust/Keynectis);KEYNECTSIS ROOT CA;9C615C4D4D85103A5326C24DBAEAE4A2D2D5CC97;4210F199499A9AC33C8DE02BA6DBAA14408BDD8A6E324689C1922D069715A332;Active;;
D-TRUST;D-TRUST GmbH;4A058FDFD761DB21B0C2EE48579BE27F42A4DA1C;8DA75F1327217C88060FD2529EFF2816E50B0C74541EA4EA3DFCEE66A71EFE09;Disable;16.11.2016;
D-TRUST;D-TRUST GmbH;FD1ED1E2021B0B9F73E8EB75CE23436BBCC746EB;90F3E05396995FF20922C44592DB62D7845E1BF64AEF512CCA75BC669CAA2479;Disable;16.11.2016;
D-TRUST;D-TRUST Root CA 3 2013;6C7CCCE7D4AE515F9908CD3FF6E8C378DF6FEF97;A1A86D04121EB87F027C66F53303C28E5739F943FC84B38AD6AF009035DD9457;Active;;
D-TRUST;D-TRUST Root Class 3 CA 2 2009;58E8ABB0361533FB80F79B1B6D29D3FF8D5F00F0;49E7A442ACF0EA6287050054B52564B650E4F49E42E348D6AA38E039E957B1C1;Active;;
D-TRUST;D-TRUST Root Class 3 CA 2 EV 2009;96C91B0B95B4109842FAD0D82279FE60FAB91683;EEC5496B988CE98625B934092EEC2908BED0B0F316C2D4730C84EAF1F3D34881;Active;;
Echoworx;Echoworx Root CA2;CB658264EA8CDA186E1752FB52C397367EA387BE;6639D13CAB85DF1AD9A23C443B3A60901E2B138D456FA71183578108884EC6BF;Active;;
EDICOM;CAEDICOM ROOT;559BBA7B0FFE80D6D3829B1FD07AA4D322194790;1501F89C5C4DCF36CF588A17C9FD7CFCEB9EE01E8729BE355E25DE80EB6284B4;Active;;
EDICOM;EDICOM;E0B4322EB2F6A568B654538448184A5036874384;03950FB49A531F3E1991942398DFA9E0EA32D7BA1CDD9BC85DB57ED9400B434A;Active;;
e-Guven Elektronik Bilgi Guvenligi A.S.;E-GÜVEN Elektronik Sertifika Hizmet Sağlayıcısı;DDE1D2A901802E1D875E84B3807E4BB1FD994134;E609078465A419780CB6AC4C1C0BFB4653D9D9CC6EB3946EB7F3D69997BAD598;Disable;26.09.2016;
eMudhra Technologies Ltd;emSign Root CA - G1;8AC7AD8F73AC4EC1B5754DA540F4FCCF7CB58E8C;40F6AF0346A99AA1CD1D555A4E9CCE62C7F9634603EE406615833DC8C8D00367;Active;28.08.2018;
eMudhra Technologies Ltd;emSign Root CA - G2;1E6577B9CF70D017CAE1BDA1351D4725A973C06D;1AA0C2709E831BD6E3B5129A00BA41F7EEEF020872F1E6504BF0F6C3F24F3AF3;Active;28.08.2018;
eMudhra Technologies Ltd;emSign ECC Root CA - G3;3043FA4FF257DCA0C380EE2E58EA78B23FE6BBC1;86A1ECBA089C4A8D3BBE2734C612BA341D813E043CF9E8A862CD5C57A36BBE6B;Active;28.08.2018;
eMudhra Technologies Ltd;emSign Root CA - C1 ;E72EF1DFFCB20928CF5DD4D56737B151CB864F01;125609AA301DA0A249B97A8239CB6A34216F44DCAC9F3954B14292F2E8C8608F;Active;28.08.2018;
eMudhra Technologies Ltd;emSign Root CA - C2;BCA2188074C3147E16F4C48C5910A89EF752F479;46CD083B47E80402028DF493960EA19C85FE851950D5165F1C7DA4FAA951E2F8;Active;28.08.2018;
eMudhra Technologies Ltd;emSign ECC Root CA - C3;B6AF43C29B81537DF6EF6BC31F1F60150CEE4866 ;BC4D809B15189D78DB3E1D8CF4F9726A795DA1643CA5F1358E1DDB0EDC0D7EB3;Active;28.08.2018;
Entrust;Entrust Root Certification Authority - G4;14884E862637B026AF59625C4077EC3529BA9601;DB3517D1F6732A2D5AB97C533EC70779EE3270A62FB4AC4238372460E6F01E88;Active;28.08.2018;
Entrust;AffirmTrust Commercial;F9B5B632455F9CBEEC575F80DCE96E2CC7B278B7;0376AB1D54C5F9803CE4B2E201A0EE7EEF7B57B636E8A93C9B8D4860C96F5FA7;Active;;
Entrust;AffirmTrust Networking;293621028B20ED02F566C532D1D6ED909F45002F;0A81EC5A929777F145904AF38D5D509F66B5E2C58FCDB531058B0E17F3F0B41B;Active;;
Entrust;AffirmTrust Premium;D8A6332CE0036FB185F6634F7D6A066526322827;70A73F7F376B60074248904534B11482D5BF0E698ECC498DF52577EBF2E93B9A;Active;;
Entrust;AffirmTrust Premium ECC;B8236B002F1D16865301556C11A437CAEBFFC3BB;BD71FDF6DA97E4CF62D1647ADD2581B07D79ADF8397EB4ECBA9C5E8488821423;Active;;
Entrust;Entrust;B31EB1B740E36C8402DADC37D44DF5D4674952F9;73C176434F1BC6D5ADF45B0E76E727287C8DE57616C1E6E6141A2B2CBC7D8E4C;Active;;
Entrust;Entrust (2048);503006091D97D4F5AE39F7CBE7927D7D652D3431;6DC47172E01CBCB0BF62580D895FE2B8AC9AD4F873801E0C10B9C837D21EB177;Active;;
Entrust;Entrust Root Certification Authority - EC1;20D80640DF9B25F512253A11EAF7598AEB14B547;02ED0EB28C14DA45165C566791700D6451D7FB56F0B2AB1D3B8EB070E56EDFF5;Active;;
Entrust;Entrust.net;8CF427FD790C3AD166068DE81E57EFBB932272D4;43DF5774B03E7FEF5FE40D931A7BEDF1BB2E6B42738C4E6D3841103D3AA7F339;Active;;
e-tugra;EBG Elektronik Sertifika Hizmet Saglayicisi;8C96BAEBDD2B070748EE303266A0F3986E7CAE58;35AE5BDDD8F7AE635CFFBA5682A8F00B95F48462C7108EE9A0E5292B074AAFB2;Disable;24.04.2018;
e-tugra;E-Tugra Certification Authority;51C6E70849066EF392D45CA00D6DA3628FC35239;B0BFD52BB0D7D9BD92BF5D4DC13DA255C02C542F378365EA893911F55E55F23C;Active;;
Financijska agencija (FINA);Fina Root CA;6202BF169AF27FA67ED0CEC66B782B83226126E9;5AB4FCDB180B5B6AF0D262A2375A2C77D25602015D96648756611E2E78C53AD3;Active;02.10.2018;
Global Digital Cybersecurity Authority Co., Ltd. (Formerly Guang Dong Certificate Authority (GDCA));GDCA TrustAUTH R5 ROOT;0F36385B811A25C39B314E83CAE9346670CC74B4;BFFF8FD04433487D6A8AA60C1A29767A9FC2BBB05E420F713A13B992891D3893;Active;;
GlobalSign;GlobalSign ECC Root CA - R5;1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA;179FBC148A3DD00FD24EA13458CC43BFA7F59C8182D783A513F6EBEC100C8924;Active;;
GlobalSign;GlobalSign Root CA - R1;B1BC968BD4F49D622AA89A81F2150152A41D829C;EBD41040E4BB3EC742C9E381D31EF2A41A48B6685C96E7CEF3C1DF6CD4331C99;Active;;
GlobalSign;GlobalSign Root CA - R3;D69B561148F01C77C54578C10926DF5B856976AD;CBB522D7B7F127AD6A0113865BDF1CD4102E7D0759AF635A7CF4720DC963C53B;Active;;
GlobalSign;GlobalSign Root CA - R6;8094640EB5A7A1CA119C1FDDD59F810263A7FBD1;2CABEAFE37D06CA22ABA7391C0033D25982952C453647349763A3AB5AD6CCF69;Active;;
Go Daddy;Starfield Technologies Inc.;5D003860F002ED829DEAA41868F788186D62127F;B5BD2CB79CBD1907298D6BDF4842E516D8C78FA6FC96D25F71AF814E16CC245E;NotBefore;26.06.2018;
Go Daddy;Go Daddy Class 2 Certification Authority;2796BAE63F1801E277261BA0D77770028F20EEE4;C3846BF24B9E93CA64274C0EC67C1ECC5E024FFCACD2D74019350E81FE546AE4;Active;;
Go Daddy;Go Daddy Root Certificate Authority – G2;47BEABC922EAE80E78783462A79F45C254FDE68B;45140B3247EB9CC8C5B4F0D7B53091F73292089E6E5A63E2749DD3ACA9198EDA;Active;;
Go Daddy;Starfield Class 2 Certification Authority;AD7E1C28B064EF8F6003402014C3D0E3370EB58A;1465FA205397B876FAA6F0A9958E5590E40FCC7FAA4FB7C2C8677521FB5FB658;Active;;
Go Daddy;Starfield Root Certificate Authority – G2;B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E;2CE1CB0BF9D2F9E102993FBE215152C3B2DD0CABDE1C68E5319B839154DBB7F5;Active;;
Google Trust Services (GTS);Google Trust Services - GlobalSign ECC Root CA - R4;6969562E4080F424A1E7199F14BAF3EE58AB6ABB;BEC94911C2955676DB6C0A550986D76E3BA005667C442C9762B4FBB773DE228C;Active;;
Google Trust Services (GTS);Google Trust Services - GlobalSign Root CA-R2;75E0ABB6138512271C04F85FDDDE38E4B7242EFE;CA42DD41745FD0B81EB902362CF9D8BF719DA1BD1B1EFC946F5B4C99F42C1B9E;Active;;
Google Trust Services (GTS);GTS Root R1;E1C950E6EF22F84C5645728B922060D7D5A7A3E8;2A575471E31340BC21581CBD2CF13E158463203ECE94BCF9D3CC196BF09A5472;Active;;
Google Trust Services (GTS);GTS Root R2;D273962A2A5E399F733FE1C71E643F033834FC4D;C45D7BB08E6D67E62E4235110B564E5F78FD92EF058C840AEA4E6455D7585C60;Active;;
Google Trust Services (GTS);GTS Root R3;30D4246F07FFDB91898A0BE9496611EB8C5E46E5;15D5B8774619EA7D54CE1CA6D0B0C403E037A917F131E8A04E1E6B7A71BABCE5;Active;;
Google Trust Services (GTS);GTS Root R4;2A1D6027D94AB10A1C4D915CCD33A0CB3E2D54CB;71CCA5391F9E794B04802530B363E121DA8A3043BB26662FEA4DCA7FC951A4BD;Active;;
Government of Australia;Australian Defence Public Root CA;A9CAFE9DFD67F4145AD397D0E2F3050D198DE6EE;209E956AF04DF3996507C887D356230D6EB49FDBDD2D8A058FF50B8F80F690AA;Active;07.03.2017;
Government of Australia;Australian Defence Organisation (ADO) Certificate Authority 02;84429D9FE2E73A0DC8AA0AE0A902F2749933FE02;6CCFD302FC44BF4599329B9750878EA44E7E8566564BCBD586169762DD10C74E;Active;;
Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI);Autoridade Certificadora da Raiz Brasileira v1 - ICP-Brasil;705D2B4565C7047A540694A79AF7ABB842BDC161;CBD8ED38D4A2D677D453D70DD8890AF4F6374CBA6299943F1AB3A6936C6FD795;Active;;
Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI);‎Autoridade Certificadora Raiz Brasileira v2;A9822E6C6933C63C148C2DCAA44A5CF1AAD2C42E;FB47D92A9909FD4FA9BEC02737543E1F3514CED747407A8D9CFA397B0915067C;Active;;
Government of Finland, Population Register Centre?s (Väestörekisterikeskus, VRK);VRK Gov. Root CA;FAA7D9FB31B746F200A85E65797613D816E063B5;F008733EC500DC498763CC9264C6FCEA40EC22000E927D053CE9C90BFA046CB2;Active;;
Government of France (ANSSI, DCSSI);‎IGC/A AC racine Etat francais;1AC92F09EA89E28B126DFAC51E3AF7EA9095A3EE;1E1A6984B4E76BD709AEE3E9C9CF3118EAC096DAB9CC20DC25FAAB67297E965A;Active;;
Government of France (ANSSI, DCSSI);Secrétariat Général de la Défense Nationale;60D68974B5C2659E8A0FC1887C88D246691B182C;B9BEA7860A962EA3611DAB97AB6DA3E21C1068B97D55575ED0E11279C11C8932;Active;;
Government of Hong Kong (SAR), Hongkong Post, Certizen;Hongkong Post Root CA 2;DE010808E41EC41930D44095F8FE596B582C8CA2;3945E08A8D4A0554B7605A7B355B10188E3EF842C76A805C54E3657C4D041AAA;Active;02.10.2018;
Government of Hong Kong (SAR), Hongkong Post, Certizen;Hongkong Post Root CA 3;58A2D0EC2052815BC1F3F86402244EC28E024B02;5A2FC03F0C83B090BBFA40604B0988446C7636183DF9846E17101A447FB8EFD6;Active;02.10.2018;
Government of Hong Kong (SAR), Hongkong Post, Certizen;Hongkong Post Root CA 1;D6DAA8208D09D2154D24B52FCB346EB258B28A58;F9E67D336C51002AC054C632022D66DDA2E7E3FFF10AD061ED31D8BBB410CFB2;Active;;
Government of Hungary;Főtanúsítványkiadó - Kormányzati Hitelesítés Szolgáltató;FFB7E08F66E1D0C2582F0245C4970292A46E8803;C2157309D9AEE17BF34F4DF5E88DBAEBA57E0361EB814CBC239F4D54D329A38D;Active;;
Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA);CCA India 2011;BED525D1AC63A7FC6A660BA7A895818D5E8DD564;2D66A702AE81BA03AF8CFF55AB318AFA919039D9F31B4D64388680F81311B65A;Disable;26.04.2016;
Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA);CCA India 2014;A2B86B5A68D92819D9CE5DD6D7969A4968E11991;60109BC6C38328598A112C7A25E38B0F23E5A7511CB815FB64E0C4FF05DB7DF7;Active;;
Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA);CCA India 2015;3BC6DCE00307BD676041EBD85970C62F8FDA5109;C34C5DF53080078FFE45B21A7F600469917204F4F0293F1D7209393E5265C04F;Active;;
Government of Japan, Ministry of Internal Affairs and Communications;Japanese Government ApplicationCA;7F8AB0CFD051876A66F3360F47C88D8CD335FC74;2D47437DE17951215A12F3C58E51C729A58026EF1FCC0A5FB3D9DC012F600D19;Disable;25.04.2017;
Government of Japan, Ministry of Internal Affairs and Communications;GPKI ApplicationCA2 Root;F00FC37D6A1C9261FB6BC1C218498C5AA4DC51FB;126BF01C1094D2F0CA2E352380B3C724294546CCC65597BEF7F12D8A171F1984;Active;;
Government of Korea, Ministry of the Interior;GPKIRootCA1;7612ED9E49B365B4DAD3120C01E603748DAE8CF0;407C276BEAD2E4AF0661EF6697341DEC0A1F9434E4EAFB2D3D32A90549D9DE4A;Active;;
Government of Latvia, Latvian State Radio & Television Centre (LVRTC);E-ME SSI (RCA);C9321DE6B5A82666CF6971A18A56F2D3A8675602;CD0B3B2AA174B55F18C7502F3C3A76F2198175CE45637370CF4F48B9C2CE4FBF;NotBefore;26.09.2017;
Government of Latvia, Latvian State Radio & Television Centre (LVRTC);VAS Latvijas Pasts SSI(RCA);086418E906CEE89C2353B6E27FBD9E7439F76316;AAD9CEED5AA6B1CEA28596A8E4E1ABED9386D6EBC9D4AAD9ACDE0FA36BA069D0;NotBefore;26.09.2017;
Government of Lithuania, Registru Centras;VI Registru Centras;971D3486FC1E8E6315F7C6F2E12967C724342214;0536801FBB443B3E905FD6D70D8C81EB88551BE8061299110D2B4F82E64CADE1;Active;;
Government of Mexico, Autoridad Certificadora Raiz de la Secretaria de Economia;Secretaria de Economia Mexico;34D499426F9FC2BB27B075BAB682AAE5EFFCBA74;77E04C9A751C73F23E2A1336112EC8D5153D382A152FED89D7532C3102771F3C;Disable;16.11.2016;
Government of Portugal, Sistema de Certificação Electrónica do Estado (SCEE) / Electronic Certification System of the State;ECRaizEstado;3913853E45C439A2DA718CDFB6F3E033E04FEE71;488E134F30C5DB56B76473E608086842BF21AF8AB3CD7AC67EBDF125D531834E;Active;;
Government of Saudi Arabia, NCDC;Saudi National Root CA;8351509B7DF8CFE87BAE62AEB9B03A52F4E62C79;34BB34E14FAED0D3392F2FC441C0ECD5FD88AD88118DF2D1BA76CDEC1EEA10B8;Active;;
Government of Slovenia;Sigen-CA;3E42A18706BD0C9CCF594750D2E4D6AB0048FDC4;12D480C1A3C664781B99D9DF0E9FAF3F1CACEE1B3C30C3123A337A4A454FFED2;NotBefore;25.04.2017;
Government of Slovenia;Sigov-CA;7FB9E2C995C97A939F9E81A07AEA9B4D70463496;74CB3A4EA791AFB0A2D1A0B13301B3BEE0E50AD5C79A1A6F2C663E6F4EE7A484;NotBefore;25.04.2017;
Government of Slovenia;SI-TRUST Root;3A4979B40FA841488200B582FBEEB63AAB9919AE;FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124;Active;25.04.2017;
Government of South Africa, Post Office Trust Centre;SAPO Class 2 Root CA;E45501608AA1EF89E27B8CD3C3B34C03B038E6D7;FD7CCA48B745213470F503EC6E969C447FC12D4DD5AA2A7CC6C3D5ABBD962B33;Active;;
Government of South Africa, Post Office Trust Centre;SAPO Class 3 Root CA;38DD7659C735100B00A237E491B7BC0FFCD2316C;1A2512CDA6744ABEA11432A2FDC9F8C088DB5A98C89E13352574CDE4D9E80CDD;Active;;
Government of South Africa, Post Office Trust Centre;SAPO Class 4 Root CA;20A8F5FFC43AF4A9BC89881EBF9920FF91E9FD0A;6ED99F7D1B562E464A032C861DBB4137805377FA7F5683F0D4DA992B41306A6C;Active;;
Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV);Root CA Generalitat Valenciana;A073E5C5BD43610D864C21130A855857CC9CEA46;8C4EDFD04348F322969E7E29A4CD4DCA004655061C16E1B076422EF342AD630E;NotBefore;07.03.2017;
Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV);ACCVRAIZ1;93057A8815C64FCE882FFA9116522878BC536417;9A6EC012E1A7DA9DBE34194D478AD7C0DB1822FB071DF12981496ED104384113;Active;;
Government of Spain, Dirección General de la Policía ? Ministerio del Interior ? España.;DIRECCION GENERAL DE LA POLICIA;B38FECEC0B148AA686C3D00F01ECC8848E8085EB;739710C5245E33EC8A243A1B20048FC9D5F4528599213845C164D004B8B667F9;Active;;
Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT);AC RAIZ FNMT-RCM;B865130BEDCA38D27F69929420770BED86EFBC10;4D9EBB28825C9643AB15D54E5F9614F13CB3E95DE3CF4EAC971301F320F9226E;NotBefore;26.09.2017;
Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT);Fabrica Nacional de Moneda y Timbre;43F9B110D5BAFD48225231B0D0082B372FEF9A54;62B9267266212832A8E22DAB933D91C7011274ACF71703F9CC97833751A6E94F;NotBefore;26.09.2017;
Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT);AC RAIZ FNMT-RCM;EC503507B215C4956219E2A89A5B42992C4C2C20;EBC5570C29018C4D67B1AA127BAF12F703B4611EBC17B7DAB5573894179B93FA;Active;;
Government of Spain, Ministerio de Trabajo e Inmigración (MTIN);AC1 RAIZ MTIN;6AD23B9DC48E375F859AD9CAB585325C23894071;5B1D9D24DE0AFEA8B35BA04A1C3E25D0812CDF7C4625DE0A89AF9FE4BBD1BB15;Active;;
Government of Sweden (Försäkringskassan);Government of Sweden (Försäkringskassan);32F442093B36D7031B75CA4DADDCB327FAA02B9C;9CEFB0CB7B74E642932532831E0DC8F4D68AD414261FC3F474B795E72A164E57;Disable;27.06.2017;
Government of Sweden (Försäkringskassan);Swedish Government Root Authority v3;746F88F9AC163C53009EEF920C4067756A15717E;8F9ADB6D895DAB5ADF5C3D3FAB83927BE0FB64EF82485C62280D584E8BD55D22;Active;;
Government of Taiwan, Government Root Certification Authority (GRCA);TW Government Root Certification Authority;F48B11BFDEABBE94542071E641DE6BBE882B40B9;7600295EEFE85B9E1FD624DB76062AAAAE59818A54D2774CD4C0B2C01131E1B3;Active;;
Government of Taiwan, Government Root Certification Authority (GRCA);TW Government Root Certification Authority 2;B091AA913847F313D727BCEFC8179F086F3A8C0F;70B922BFDA0E3F4A342E4EE22D579AE598D071CC5EC9C30F123680340388AEA5;Active;;
Government of The Netherlands, PKIoverheid (Logius);Staat der Nederlanden Root CA;101DFA3FD50BCBBB9BB5600C1955A41AF4733A04;D41D829E8C1659822AF93FCE62BFFCDE264FC84E8B950C5FF275D052354695A3;Disable;24.04.2018;
Government of The Netherlands, PKIoverheid (Logius);Government of Netherlands G3;D8EB6B41519259E0F3E78500C03DB68897C9EEFC;3C4FB0B95AB8B30032F432B86F535FE172C185D0FD39865837CF36187FA6F428;Active;;
Government of The Netherlands, PKIoverheid (Logius);Staat der Nederlanden EV Root CA;76E27EC14FDB82C1C0A675B505BE3D29B4EDDBBB;4D2491414CFE956746EC4CEFA6CF6F72E28A1329432F9D8A907AC4CB5DADC15A;Active;;
Government of The Netherlands, PKIoverheid (Logius);Staat der Nederlanden Root CA - G2;59AF82799186C7B47507CBCF035746EB04DDB716;668C83947DA63B724BECE1743C31A0E6AED0DB8EC5B31BE377BB784F91B6716F;Active;;
Government of Tunisia, Agence National de Certification Electronique / National Digital Certification Agency (ANCE/NDCA);Tunisian Root Certificate Authority - TunRootCA2;9638633C9056AE8814A065D23BDC60A0EE702FA7;C795FF8FF20C966688F064A1E091421D3110A3456C17EC2404B998738741F622;Active;;
Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM);TÜBİTAK Kamu SM;1B4B396126276B6491A2686DD70243212D1F1D96;E4C73430D7A5B50925DF43370A0D216E9A79B9D6DB8373A0C69EB1CC31C7C52A;Disable;24.04.2018;
Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM);TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1;3143649BECCE27ECED3A3F0B8F0DE4E891DDEECA;46EDC3689046D53A453FB3104AB80DCAEC658B2660EA1629DD7E867990648716;Active;;
Government of Uruguay, Agency for E-Government and Information Society (AGESIC);Autoridad Certificadora Raíz Nacional de Uruguay;7A1CDDE3D2197E7137433D3F99C0B369F706C749;5533A0401F612C688EBCE5BF53F2EC14A734EB178BFAE00E50E85DAE6723078A;Active;;
Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE);Autoridad de Certificacion Raiz de la Republica Bolivariana de Venezuela;398EBE9C0F46C079C3C7AFE07A2FDD9FAE5F8A5C;CA7A5E68C53D2C51F72F6B465D3ED753F5903EC7901C8D0F55D868337C81975A;NotBefore;28.11.2017;
Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE);Autoridad de Certificacion Raiz de la Republica Bolivariana de Venezuela;DD83C519D43481FAD4C22C03D702FE9F3B22F517;0E88EB6EA256E19EF8D3ABD61A24D38DBAD632816DD957294427E4724D81A386;NotBefore;28.11.2017;
Halcom D.D.;Halcom CA FO;0409565B77DA582E6495AC0060A72354E64B0192;5A1B5D6BC65523B40A6DEFFA45B48E4288AE8DD86DD70A5B858D4A5AFFC94F71;NotBefore;26.09.2017;
Halcom D.D.;Halcom CA PO 2;7FBB6ACD7E0AB438DAAF6FD50210D007C6C0829C;FE7114D07A147759891FF37B4F53EB43568296BC3BF89BC12CAFB186985EF28D;NotBefore;26.09.2017;
Halcom D.D.;Halcom Root CA;535B001672ABBF7B6CC25405AE4D24FE033FD1CC;8B3FDB151AF759C566143E07C950EDE4F9E8C7CF808453D33BCB78E52A400AF9;Active;;
Halcom D.D.;Halcom Root Certificate Authority;23D731FEDC5C8BB97DE6DC8E13B411BD4F24004F;D7BA3F4FF8AD05633451470DDA3378A3491B90005E5C687D2B68D53647CFDD66;Active;;
HARICA;Hellenic Academic and Research Institutions ECC RootCA 2015;9FF1718D92D59AF37D7497B4BC6F84680BBAB666;44B545AA8A25E65A73CA15DC27FC36D24C1CB9953A066539B11582DC487B4833;Active;;
HARICA;Hellenic Academic and Research Institutions RootCA 2011;FE45659B79035B98A161B5512EACDA580948224D;BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71;Active;;
HARICA;Hellenic Academic and Research Institutions RootCA 2015;010C0695A6981914FFBF5FC6B0B695EA29E912A6;A040929A02CE53B4ACF4F2FFC6981CE4496F755E6D45FE0B2A692BCD52523F36;Active;;
I.CA První Certifika?ní Autorita, A.S.;I.CA – Qualified Certification Authority;D2441AA8C203AECAA96E501F124D52B68FE4C375;C0C05A8D8DA55EAF27AA9B910B0A6EF0D8BBDED346928DB872E182C2073E9802;NotBefore;26.09.2017;
I.CA První Certifika?ní Autorita, A.S.;I.CA – Standard Certification Authority;90DECE77F8C825340E62EBD635E1BE20CF7327DD;6468BF8CF3CF688EBB2A6841BD70E97B5229B49DF8690D7B74193E9CE3886141;NotBefore;26.09.2017;
I.CA První Certifika?ní Autorita, A.S.;I.CA První certifikační autorita a.s.;64902AD7277AF3E32CD8CC1DC79DE1FD7F8069EA;1AA980C8C0D316F25029978982F033CBB3A3F4188D669F2DE6A8D84EE00A1575;Disable;24.04.2018;
I.CA První Certifika?ní Autorita, A.S.;I.CA První certifikační autorita a.s.;AB16DD144ECDC0FC4BAAB62ECF0408896FDE52B7;77A03F69E4F3955589ACACA06F6773A0D98D16DEA05C6D94EE3EF6FB2BEB7605;Disable;24.04.2018;
I.CA První Certifika?ní Autorita, A.S.;I.CA Root CA/RSA;9B0959898154081BF6A90E9B9E58A4690C9BA104;D3D607A9FF24A19523B6DA9D2C649446F8788CB96D9FD130972E120C13677730;Active;;
IdenTrust;DST Root CA X3;DAC9024F54D8F6DF94935FB1732638CA6AD77C13;0687260331A72403D909F105E69BCF0D32E1BD2493FFC6D9206D11BCD6770739;Active;;
IdenTrust;IdenTrust Commercial Root CA 1;DF717EAA4AD94EC9558499602D48DE5FBCF03A25;5D56499BE4D2E08BCFCAD08A3E38723D50503BDE706948E42F55603019E528AE;Active;;
IdenTrust;IdenTrust Public Sector Root CA 1;BA29416077983FF4F3EFF231053B2EEA6D4D45FD;30D0895A9A448A262091635522D1F52010B5867ACAE12C78EF958FD4F4389F2F;Active;;
Image-X Enterprises Inc;ESIGNIT.ORG;9F8DE799CF8764ED2466990564041B194919EDE8;C665175BD60ED70A5EEA3344CBE5D1A6936F79BC27A8384E4C734200417C279F;Active;;
Inera AB (SITHS);SITHS CA;16D86635AF1341CD34799445EB603E273702965D;B2F3C4216AF7AFF72462466DC13CD2810DB8EED853EABB9A063A608EFC18FBE8;Disable;26.09.2016;
Inera AB (SITHS);Inera AB;585F7875BEE7433EB079EAAB7D05BB0F7AF2BCCC;FC50B26BDC4A8FDF1344CC80157AE13AC671E2706FACFC0605FE34E249EB72D6;Active;;
